User Name,Rating,Comment,Date
Chandra Susanto,1,pembunuh dg berbagai macam voucher... penjual rugi besar,2025-05-23 23:04:02
Haikal Firdaus,1,"apa²an, dipaksa untuk gabung, padahal gamau, ini namanya ngerugiin seller, kritik ga didengar, sbg seller tokped daridulu merasa terkhianati",2025-05-23 22:03:40
Abiyyu Zahy Razin,1,"Sangat jauh dari tokopedia seller, fungsi sangat downgrade, tidak ada penjelasan berapa persen komisi/biaya admin, banyak fitur yang tersembunyi, perputaran uang sangat lama",2025-05-23 15:30:50
Af Coffee (A Prod),2,"interfaces masih jelek, ngatur stock antara tiktok dengan tokped masih susah. stock suka tiba"" ke off sendiri",2025-05-23 14:09:09
Jonathan Kent,1,"Makin ancur.. ga jelas integrasi-integrasi apaan.. mempersulit seller, mau upload barang susah, mau edit produk ribet, terima pesanan harus di hari yg sama kirimnya.. emang orang ga boleh kerja lembur di kantor, harus buru2 packing kirim barang ke ekspedisi?!",2025-05-23 13:37:52
Aidil Yusuf Priadi,1,Syulit dan banyak bug,2025-05-23 12:57:36
Hara Hetta,1,t411111 penggabungan ini kayak t41. rusakk rusak.. produk jd gk muncul. gk bs diaktifin lg. g1la,2025-05-23 09:40:29
nurul hidayati,1,"buruk, lebih mudah di tokopedia seller!!",2025-05-23 08:25:12
sun sun,1,"ribet bingung cara pakenya, font huruf ud di zoom di hp tetep kecil ga kebaca, semenjak gabung tik tok jd RIBET TOKOPEDIA , mo trrima pesanan proses ga ngerti, ini tokopedia sy rasa sekarang mempersulit seller, jd ribet parah, siap2 beraluh ke toko lain dah klo gni BUAT TOKOPEDIA PERTAHANKAN APLIKASI INI, SY YAKIN GA LAMA LAGI AKAN DITINGGAL OLEH SEMUA SELLER, APLIKASI SULIT DIGUNAKAN, MEMBINGUNGKAN, FONT SANGAT KECIL TIDAK ADA PGATURAN FONT SGT MNYULITKAN BUAT ORANG TUA, RIBET BANGET POKONYA",2025-05-23 07:49:52
Roy Hasuri,1,worst..,2025-05-23 07:36:00
ilias umairah,5,the place you can create money,2025-05-23 06:31:24
izam senin,5,best..easy control,2025-05-23 04:26:32
Yusif El,1,"Ui membingungkan, fitur belum matang tapi sudah suruh hubungkan",2025-05-23 04:14:50
Bikinan Mama,5,"very nice, some people says it doesn't work at all for newest dashboard but for us it was perfectly change for good , keep a good work shop tokopedia tiktok,.. no endorse at all",2025-05-23 03:04:00
Misael Ranggi,1,downgrade from Tokopedia seller app. pls fix,2025-05-23 03:01:01
Reggy,1,"it keeps telling me ""no internet connection"" after everytime I log in to my account",2025-05-23 01:57:16
Nav Zein,1,"Bad apps, bad UI",2025-05-23 01:49:10
Laris selarisnya Manis tanjung kimpul,1,"UI nya jelek, ribet, bugging parah, sampah banget, lacak driver gak bisa, harus dua tiga langkah buat ke satu info, balikin tampilan ke UI tokopedia seller!",2025-05-23 01:18:12
PujaCuts Mahfuzah,5,so easy. I'm a mom of 4 managing my small business with ease.,2025-05-23 00:46:49
Andry Chandra,1,lemot,2025-05-23 00:37:17
idris jackaria,1,"Rumit, kompatibilitas notifications banyak bermasalah di os transsion baik android 14 atau 15 dan white screen lama kaya berat di os transsion, tapi aneh nya di hyper os dan one ui, fine2 aja.",2025-05-22 22:04:26
Anton,1,I'm concerned about data privacy. but apps always reject KYC process with watermark 'for tiktok shop' . so i cannot continue registration process,2025-05-22 14:37:21
yoga,1,busukkkkkkkkkk gabung2in segala mana error lg pantes kalah sm shopee,2025-05-22 13:51:44
Steve vannes,1,bad veryyyy bad,2025-05-22 10:57:39
Satya Syahputra,1,"Bad User Experience. Susah buat pahami letak dan mencari halaman untuk payout, metrics penjualan dll. Terlalu rumit dan kelewat susah untuk Tokopedia Seller untuk beradaptasi. By default menampilkan Tiktok Shop yang mana tidak aktif (hanya aktif Tokped) jadi kerja 2x untuk ganti dropdown/selector menampilkan metrics Tokopedia. Sebagai seller aplikasi ini bikin tambah pusing dan gak seamless untuk dipelajari.",2025-05-22 10:48:36
Mika Ela,1,"Ribet, gagu, notifikasi telat di beberapa is, kayanya mau stop jualan aja",2025-05-22 10:47:33
Rakha Ari Gayo,3,"Saya mengalami kendala saat ingin menarik saldo dari toko saya karena diminta untuk membuat kata sandi dan melakukan verifikasi melalui SMS. Namun, nomor telepon saya saat ini tidak dapat menerima SMS, sehingga saya berinisiatif untuk mengganti nomor ke yang baru. Sayangnya, proses pergantian nomor juga memerlukan verifikasi melalui SMS ke nomor yang lama, yang sudah tidak dapat saya akses. Sehubungan dengan hal tersebut, saya memohon bantuan agar proses verifikasi dapat dilakukan melalui email",2025-05-22 10:07:41
Dody Pramono,1,"worst application. difficult to understand, until now can't read and reply to chats, can't know if there are orders or not, even though there is a notification that it has successfully joined.. can't edit products either, the reason is that it hasn't joined.. why is the notification that it has successfully joined, but can't open orders and chats??? very very detrimental to sellers!!! have reported to CS, but have not been responded to.. I don't know how long the problem will be handled",2025-05-22 09:44:44
Le Barce,1,"Setelah integrasi jadi tidak bisa login di Tokopedia Seller. Pdhl ada saldo toko yg blm ditarik. Coba dicek di aplikasi tokped tiktok shop, saldo toko malah 0 😞",2025-05-22 08:43:20
Vincent Halim,1,"Aplikasi buduk, setelah integrasi malah semakin parah, banyak program yg merugikan Seller tanpa persetujuan, interface jelek, banyak fitur2 yg dihilangkan dr toped seller. Ancur!",2025-05-22 07:47:33
Doddy Nuryanto,1,worst UI/UX,2025-05-22 07:28:32
johanssen,1,even only registering shop first time is a goddang hassle and troublesome. tokopedia really lame with this move,2025-05-22 07:22:25
Citra Ayudhya,1,lollaaa banget aplikasinya beda sama wkt cuma tokopedia seller ya ampuunnn..,2025-05-22 07:10:26
Kher Shaeng,1,I've been a seller to Tiktok PH last year. I've been trying to ask for assistance to your technical support but no one resolved my issue for days. They keep sending a link that can help resolve the issue. All the links didn't. My issue is I can't log in my seller account because my old number is lost and I can't enter because it needs verification code. I want to change old number to my current number but it still asking verification code to my old number. Badly need your help! Please!,2025-05-22 07:01:45
mi nox,1,"it's worse than the Tokopedia seller, I prefer the Tokopedia seller app.",2025-05-22 06:45:34
Bayu Nrfhrr,1,"ribet , potongan nya gede, mereka yg bikin promo, biaya nya malah dibebanin ke seller, penarikan nya pun ribet mesti nunggu segala, kapok deh make lagi, mending ke oren",2025-05-22 05:01:49
Obe Stamp,1,"migrasi sistem paling ribet, UI/UX-nya ga friendly sama sekali. a massive downgrade from Tokopedia, klo blm terlanjur mending pindah ke syopi",2025-05-22 04:33:50
Rininta Saputra,1,"Agree with all the negative reviews.. This app is so bad. Just want to add that there is no option to deactivate/close your seller account unless you are using the latest iOS version, like wth?!",2025-05-22 04:31:50
Daniel Agastia,1,"cannot install on my device, keep crashing",2025-05-22 03:37:22
Aldi Julian,1,"Dari buat akun yg nyusahin, komplain email enggak digubris. ini perusahaan ada orangnya apa robot semua ya?",2025-05-22 03:15:24
Ca Jo,1,"Aplikasi ga jelas, sering nge lag, menu ga intutif susah mau cek pesanan kalau memaksa integrasi tokopedia ke tiktok harusnya udah matang dulu aplikasi dan kebijakannya",2025-05-22 03:12:53
Andrew Chavarin,1,Customer service is not good at all. Non existent. Ever since the tiktok shutdown it has not been the same. As a seller this platform has gotten worse and worse. it used to be worth recommending but those days are gone. Maybe if they had someone who could actually help things would be better.,2025-05-22 03:06:54
kevin jordan,1,"heh tokped gatel, ben dino ngespam telepon asu. aplikasi ws apik² malah pindah goblok gatel ganggu wong dodolan",2025-05-22 02:55:50
mega indriani,1,"Proses integrasi di PC berhasil, login di HP malah tersambung ke akun yg lain. Sudah hubungi customer care, 3 hari belum terselesaikan.",2025-05-22 02:46:34
Arcanus Hominem,1,"semenjak jadi satu bikin susah seller aja, produk asli dibilang counterfeit. udah kasih sertifikat HAKI malah direject dan produk difrozen gimana mau jualan 👎👎👎",2025-05-22 00:18:55
Muhamad Fajar Nurochman,1,"Aplikasi yg ribet dan ga bisa menghentikan dr migrasi. Lemot bgt, ga smooth kaya tokped seller zaman dulu",2025-05-21 16:56:40
Inca Maya Sari,1,"This app is a very bad downgrade from Tokopedia Seller. And all the sellers are forced into moving to this unready platform full of bugs. Even the simplest product filter is not working properly, seller can't even sort products by quantity. Some of the search parameters are not working, ended up having zero search results. Very slow. Bad label, just like a work by a first semester university student.",2025-05-21 15:51:40
Azzam Al Hadiq,1,"after migrate, seems so much worse",2025-05-21 15:08:14
Shin Ra,1,"Hard to Login, app slow with so many error. Now i cannot login .... captcha verification error ..... The worst app i have been experiencing.",2025-05-21 12:17:45
Jenn V.,1,"bangun para eksekutif, produk kalian sebentar lagi meninggal",2025-05-21 11:55:09
ultra stuff,1,very bad,2025-05-21 11:27:29
Chris,1,"Tolong UI nya dibuat sama seperti tokopedia seller, ribet banget UI - nya",2025-05-21 11:26:27
Uciel123,1,"ini aplikasi apaan?? login tidak bisa, verifikasi tidak masuk, integrasi gagal, bikin password baru pun ribet kali, semakin bikin susah seller aja nih woi, udah gede banget ngambil margin penjualan, ongkir & administrasi.",2025-05-21 10:44:40
Cas Ba,1,"ui nya sangat parah... susah untuk cek orderan... sering eror dalam hal mendapatkan kode pengiriman, pencairan dana, dan kustomer servis seperti robot hanya beri jawaban template dan tidak cepat memberi solusi.... sangat buruk",2025-05-21 09:41:02
Andy Kintoko,1,"rubbish! what a downgrade, you should keep tokopedia and tiktok separate! look at the vast amount of one star reviews, shame on you tiktok! I love tiktok btw, but I hate tiktok shop. you should improve tokped instead of bringing it down. so disappointed",2025-05-21 09:21:37
Faiz Fay,1,"tidak bisa terintegrasi, stresss",2025-05-21 08:41:49
Naufal Afkar,1,Plan buat lebih simple n seamless malah jadi kacau gajelas,2025-05-21 08:15:02
eko widijanto,1,"i cannot even login to this app after migration. lost orders by system cancelation since no new order notification on the old app. no one on the other side gave me a useful solution. how is it i got internet connection, if i installed- uninstalled many times just to get that error again and again.",2025-05-21 06:54:47
LOLITA CAPON,5,Easy to find out,2025-05-21 06:40:37
dian novita sari,1,"aplikasi terburuk! kurir sudah konfirmasi untuk ambil paket, malah transaksi dibatalkan sendiri oleh aplikasi. Dan parahnya, seller yg menanggung keterlambatan kurir. Chat di CS mutar2 tidak ada bedanya dengan jawaban robot. Bukan dikasih solusi, malah didiamkan case nya. Beda jauhhh bumi & langit dengan Tokopedia, ini mah aplikasi asal2an bikin, nggak LAYAK pakai, sebaiknya head developer nya dicopot saja!",2025-05-21 06:31:16
Dylan Aprialdo,1,"Platform migrasi terkacau dari segi fitur, layanan, tampilan, manajemen produk, pemesanan sampai pengiriman, pencairan penghasilan.",2025-05-21 06:00:57
Yahdi Ahsana,1,setelah migrasi dari tokped seller gabung tiktok shop malah jarang sekali dapat orderan. sangat merugikan.,2025-05-21 05:59:36
eko novianto,2,upload iklan sulit di approve terutama di platform tiktok,2025-05-21 05:50:41
Roky,1,ribet,2025-05-21 05:44:56
Happy Santosa,1,"Fitur TopAds hilang, gimana caranya promosi by keyword! Tidak semua chat ditarik ke app baru jadi merepotkan! Tidak menampilkan data pelanggan yg jadi hak seller! Dashboard pesanan tidak langsung menampilkan batas kirim pesanan! Product list saya diacak2 Updated By.nya jadi ga bisa nemuin product yg terakhir sy upload! Kualitas app JAUH BANGET DARI TOPED SELLER! Udah gitu MEMAKSA MIGRASI padahal aplikasinya JELEK!",2025-05-21 05:33:17
Sanni Firmandira,5,bagus cuma agak ribet buka2nya,2025-05-21 05:11:39
Hadi be good mini records,1,"update delay cuk, duit g masuk delay pdhl udh di selesaikan sema customer. sampe gw maki2 customernya gara2 ini aplikasi.",2025-05-21 03:28:56
Bi View,1,Hapus barang gk bisa. chat cs udh nggu sejam ehh d balas ny 10 mnit kmudian setiap 1 jawaban. dan jawaban nya gk nyambung. hapus barang masa gk bisa kocak ni app,2025-05-21 03:13:00
Travis Kevin,1,"Not user friendly, need to improve UI. And the app has lots of errors. Horrible app overall.",2025-05-21 00:51:55
Budi Lie,1,"WORST. Try to login this app using my existing account, this app always shows registration form, act as if I'm new seller. One of data asked in this from is ""shop name"". I fill it with my shop name and they reject it (it says the name already taken by another shop). I chat customer service and tell him my problem in detail. The CS named Michael is very stupid, he keeps asking me to record my screen while I'm trying to login. The recording may contents my login password, I reject his request!",2025-05-20 16:59:04
Syeba Sanoesi,1,"bad migration, poor CS, bad system, bad response. Only confusing indirect landingpage. Not better than Tokopedia Seller Apps I have to say, sorry need much improvement here and there for sure I want my TOKOPEDIA SELLER APPS BACK we Knew... you are not ready to merge, RIP Tokopedia 😭 The ORANGE platform seems more promising now",2025-05-20 16:58:18
SPECTRUM- INDIA,3,difficult,2025-05-20 13:35:12
Widya,1,Niat hati mau kooperatif dgn gabungin toko saya di Toped dan Tiktok tapi nauzubillah min dzalik ribetnya minta ampun. Gagal mulu padahal data yg saya masukin sudah sesuai semua loh. Sampai saya cek satu2 apa ada yang typo apa gmn. Ini kalian niatnya memang memberangus seller satu2 apa gimana sih? Mana seller center tiktok tuh ribettt. Udah enak yg Tokopedia punya. Emang yah kalo ada yang ribet kenapa dibikin mudah 😅,2025-05-20 13:04:50
iqbal kamal,1,customer service nya tidak dapat memberikan solusi atas case verifikasi akun,2025-05-20 12:41:40
J. Halim,1,"Aplikasi prototype dibuat seadanya Banyak fitur yang tidak ada dibandingkan platform lain sehingga membuat penjualan sangat susah. Contoh fiturnya: Update massal Opsi pengiriman, Pengaturan chat antar sub akun, dll. Ditambah CS yang sering lepas tangan untuk masalah2 yang di Tokopedia justru bisa tokopedia selesaikan. Hati2 guys, lebih baik berjualan di Shopee sekarang ini. ngomong2 jangan sampai tertipu dengan review bintang 5 Bot ya.",2025-05-20 09:15:17
Amazing Finger,1,"Makin ga karuan, pengalaman berjualan udah parah. aplikasi makin parah, makinn aneh kesininya. Makin amburadul tokopedia.",2025-05-20 08:39:41
Boyke Martinus,1,"disuruh gabungin toko di tokopedia dengan tiktok, ok bikinlah akun tiktok shop BARU. ga sampai 24jam akun langsung diblokir, dibilang melakukan pelanggaran aktivitas penipuan (padahal belum ada 1 pun barang yang di upload). komplain ke CS, jawabannya template, dan tidak ada 1pun yang bisa jawab jenis aktivitas penipuan apa yang telah kami lakukan. such a pathetic management & company",2025-05-20 07:55:59
Edy Tan,1,"Nyesel migrasi nya! Fitur nya malah lebih parah dari tokped. Jgn harap dikasi solusi dr CS, jawaban nya standard sudah sesuai ketentuan nya tiktok. itu pun dibales nya setelah berhari2.",2025-05-20 07:19:37
Rudy Lienata,2,APPS MEMBINGGUNGKAN,2025-05-20 06:53:23
Budi Setiawan,2,"Masih lebih bagus Tokopedia Seller dibanding ini. Seluruh produk jadi susah aturnya, Produk dari tidak aktif karena habis stok jadiin aktif aja harus QC seharian. Mana kalau udh gabungin Tokped dan Tiktok, sudah tidak bisa pakai aplikasi lama.. Lumayan kecewa.",2025-05-20 06:17:18
Clocker 404,1,"bad experience, ga user friendly aplikasi tidak siap untuk di pasarkan, bukannya mempermudah penjualan malah mempersulit",2025-05-20 06:10:58
Opung Motor (opung),1,sangat sulit. ribet. membuat pusing tidal semua orang handal dalam menggunakan gadget atau komputer,2025-05-20 05:00:52
Sisco Saputra,1,tlg segera diperbaiki lah toped. kami tidak mau pake tiktok2 segala. aplikasi sellernya berat. websitenya pun sangat berat buat loading. kembalikan saja spt aplikasi yg user friendly spt toped seller dulu. YANG SETUJU KATAKAN AMIN!!!,2025-05-20 04:36:48
Sheilla Priskila H,1,"server nya sering lemot, dan customer service sangat lambat untuk membalas chat",2025-05-20 04:33:33
Hary Kwan,1,"Semenjak gabung jadi Ribetnha minta ampun, Sama sekali tidak friendly, Ada masalah jawabannya Cuma di kasih link suru edukasi lagi setelah nunggu lamaaaaaaa dan sampai sekarang toko saya masih bermasalah dan tidak bisa di jelaskan dimana Salahnya. Padahal sudah lama berjalan okay okay di Tokopedia. Wah padahal saya selalu beli barang di Tokopedia, Tapi kalau seperti ini lama lama saya byebye deh.",2025-05-20 02:54:25
Marshall Christopher,1,makin nyusahin seller,2025-05-20 01:07:56
Arfani Ahmad,1,"aplikasinya rumit, agent lama, pengiriman susah, potongan gede, tidak rekomen ternyata pindah ke aplikasi ini.. pelanggan pada gak mau beli lagi",2025-05-20 00:13:46
men jewelry,3,"sangat tidak user friendly, iklan paling susah dibandingkan semua marketplace",2025-05-19 16:30:26
Reza Musaddad,3,no more free ongkir,2025-05-19 15:37:36
Resqi Dewi (Roro Ajeng),1,"aplikasi gak bisa dipake! create akun baru error, buat akun dulu biar bisa nyambungin toko malah tetap gak bisa. Bikin aplikasi gimana sih?, gak bisa di pake. udah ribet² bikin yang tadinya gak mau malah, mau gak mau harus bikin dah gitu gak bisa lagi. orang jualan online biar gak ribet malah di bikin ribet harus nyambungin toko, punya e-commerce 2² gitu kan ribet sendiri jadinya. Yang dulunya support toped sekarang jadi udah enggak gara² pengalaman ini",2025-05-19 15:13:12
David Tobias,1,"tidak bisa ubah resi pakai pengiriman manual, aplikasi berjalan lambat. bila sudah integrasi toko ke sini, gak bisa balik lagi ke tokopedia.",2025-05-19 15:05:14
Willy VM,1,"Cannot login, verification pages broken",2025-05-19 14:25:25
Eddy Chumaidi,1,this is stupid..! I want my tokopedia seller app back.,2025-05-19 13:39:30
Michelle Sutarli,1,"susah sekali untuk digunakan. fitur2 pengiriman sukiy diakses. semua penjualan harus pakai cod. saya tanya cara mematikan cod jawabnya disuru matikan dari bagian pengiriman, tapi disana tidak ada opsinya juga",2025-05-19 12:19:10
Louis Maxell,1,"cacat mau login ke shop seller di browser pc malah disuruh bikin akun, id dan password sudah benar dibilang salah, kocak kocak.. betulin woy website di browsernya... UI mu ngakak uasal asalan, tombol banyak bertele tele, ga ringkas dan membingungkan..",2025-05-19 10:02:43
Verathemusic,1,"Appnya cacat fungsi dan tidak siap launch. sebaiknya tidak usah merger, malah bikin rugi seller kalau jualan pakai app ini.",2025-05-19 09:15:08
Fendi Tandrian,1,"Worst seller aplication, there's no customer service option in it, bad UI, and many more. Us (sellers) were forced to migrate to it from the previous ""tokopedia seller"" app which is far better!",2025-05-19 08:45:08
Tio Min,1,"Pemaksaan gabung tokopedia ke tiktok, komisi naik... Support parah, iklan mahal.... BUYER nya Gen Z parah. Kalo belum siap jangan maksa-maksa",2025-05-19 05:43:23
Angel Lanzs Sison,1,"So many pitfalls, cannot access the help centre via the mobile app version. Live agents are not as trained as the Lazada and Shopee agents - they answer in such a vague way not knowing the app they are an agent on. Very disappointing 😞😕",2025-05-19 04:58:26
Wisnu (mocchi),2,"Membingungkan, print label shipping besar sekali",2025-05-19 04:43:31
Tiffany Crosby,5,I found something I buy something fun tik Tok song I love you so much thank you making it thank you 😘🫶🫰🤳,2025-05-19 03:47:07
Daniel Septian,1,"tokopedia setelah integrasi jadi nggak user friendly lagi, bukannya lebih mudah malah makin ribet, kurir tiktok kita ga bisa atur untuk jasa pengiriman tertentu padahal sulit terjangkau kurir tersebut, semua kurir di tentukan oleh sistem. cek penjualan, dana masuk, dll ribet. potongan jasa aplikasi juga ga ngotak, persentase dari barang yg dijual ini ga fair. marketplace bukan broker, promosi juga kita sudah bayar layanan masih di potong lagi. 😐😐😐",2025-05-19 02:11:54
Thaniaz Story,1,Too tricky and not user friendly! I prefer Tokopedia Seller only. it was easy and user friendly. since it merge and become Tiktok Tokopedia shop it's getting hard for me. even just to make an ads it's really difficult! My sales isn't getting better with tiktok and tokopedia shop. but it getting worse!,2025-05-19 02:07:35
John Tipaporn,1,"SOLUSI penyelesaian merugikan kita sebagai seller, pesanan pengiriman 12 April tanggal 29 baru sampai tujuan, akhirnya barang di tolak pembeli, ketika di retur ternyata barang kita terima sudah dalam keadaan rusak. seharusnya pihak ekpedisi bertanggung jawab.",2025-05-19 01:54:54
petra dimitry,1,buat apa bikin aplikasi kalo mau ganti opsi pengiriman harus lewat versi desktop. DONGO,2025-05-19 00:07:12
Hendra Adi,1,please let me revert to tokopedia seller. i usually get only 10% cut now it's a rip off arround 15%. it's also inconvenience as a seller. worst seller experience. miss tokopedia seller,2025-05-18 16:48:10
Felis gosal,1,this app scamming seller. the unthinkable fee. and coercion seller to join the program and merging,2025-05-18 16:42:05
fikri fachman,1,lebih enak tokopedia seller,2025-05-18 16:34:31
Norzaniza Zakaria,3,camne ya nak tukar no telefon yang tak guna ke yang baru,2025-05-18 16:33:27
Radit Wardana,1,"ribet, digabungin malah ancur semua. apps terkocak sepanjang sejarah payah. mana biaya adminya gak ngotak juga. buat yg belum digabungin saran saya gak usah digabungin, mending pindah ke shopee. apps sampah",2025-05-18 14:39:13
ronilyne gadingan,1,"Please mandate this, If the customer choose return refund., they should force to return the product. As of now your just issuing a refund with the return. Sellers facing lots of lost..",2025-05-18 13:29:08
Gratia Gratia,1,"aplikasi ga jelas. integrasi², fitur gagal semua!! auto pindah markeplace..byee!",2025-05-18 11:36:47
Muhd Farhan,5,really good online shop,2025-05-18 07:51:06
Kiki Bp,5,tambahkan fitur hapus akun,2025-05-18 07:40:46
Alvin Chou,1,aplikasi ter TOLOL yang pernah ada buat penjual makin ribet pemaksaan untuk bergabung respon CS juga sangat lamban,2025-05-18 07:37:31
Mymie Wong,3,"Tidak dapat lihat produk yang kita listing kecuali pakai menu ""EDIT"". Tak dapat juga langsung akses produk listing langsung dari halaman pembelian buyer. Minus nya menu ini membuat apllikasi Tokopedia Seller sebelumnya jauh lbh praktis n efficient.",2025-05-18 05:47:53
Princess Mondido,4,good,2025-05-18 05:40:54
Calvin Ign,1,"kebanyakan aturan, orang jualan biar gampang. buat integrasi produk aja harus via web. via webnya buat di hp ga jelas. harus ke pc? ga efisien lu. kalo devnya belom selesai gausa maksa integrasi kocak",2025-05-18 04:34:27
Ridwan RR,1,aplikasi ga bener. failed to upload smua. banyak prohibitednya gblog,2025-05-18 04:11:37
Erna Tjiu,3,complecated & heavy apps. sometime blank & take time for load if the signal low,2025-05-18 03:35:22
Vic Wid,1,"sejak integrasi dengan tiktok, tokped makin aneh, ngaco dan banyak merugikan seller dan konsumen. kembalikan TOKOPEDIA SELLER yang dulu. inilah apps yg dipakai ketika tiktok tidak pernah turun ke seller nya utk cari tahu apa yg dibutuhkan, dan ga pernah jadi seller, jadi bikin nya berdasarkan teori ngaco",2025-05-18 02:48:54
Hafizhu Khofaria.,1,lambat,2025-05-18 02:33:21
Muhammad Restu,1,paraaaahh penyelesaian otomatis setelah digabung jadi 7 hari dari yang sebelumnya cuma 2 hari di toko pedia!!!,2025-05-18 00:59:33
Fadhil Adrian,1,ribet,2025-05-17 22:38:43
Fajri Dienul,1,The most confusing UI,2025-05-17 17:24:30
rif`an achmad,2,"lebih ribet dan susah, terbiasa pakai yg tokped seller, lebih simpel dan mudah, yg sekarang perlu menyesuaikan lagi, cukup berat aplikasinya dan sering eror, baca pesanan jg bingung, ngga sama spt dulu, tapi ya harus menyesuaikan lagi bagi seller yg mau numpang lapak disini, mau ga mau",2025-05-17 16:39:39
Hasan Kachi,3,kategori jual an aja terbatas minta bintang 5. so meng.!!,2025-05-17 14:02:14
Hafidz El Hakim,1,APK BUSUK!,2025-05-17 13:14:35
Muhammad Taufiq Rohman,1,"aplikasi gak guna, saya tarik dana penjualan melalui tokopedia seller malah kena sanksi katanya merugikan tiktok shop, itu uang saya hasil penjualan di tokopedia sebelum ditautkan ke akun tiktok shop, aplikasi aneh",2025-05-17 11:39:32
Barja Dj,1,"Sangat susah untuk dimengerti, lebih baik kembali ke Tokopedia seller dari pada di gabung kaya begini",2025-05-17 10:22:12
Kurniati Lestari,4,lumayan merepotkan seller yaa,2025-05-17 10:19:33
Albert Hartono,1,"can you make the delivery manual, j&t sucks",2025-05-17 10:14:41
Teguh Prawiro,1,gile ni app mau rampok orang apa ya???? potongan 17.5% auto terdaftar tanpa persetujuan dr seller,2025-05-17 06:10:57
Dimas R. Pambudi,1,COD gabisa dimatiin itu bkl jadi celah penipu. Integrasi malah nyusahin seller,2025-05-17 05:19:39
Charley Neri,5,very helpfull and covinien,2025-05-17 03:31:51
EKS,1,"suka gak berfungsi, dikit2 error, gk usah buat app lah kalo gk niat",2025-05-17 02:42:49
ahmat dhani riau bahtiyar,1,Worst seller center ever install. Better tokopedia seller. This apps is suck. To heavy to load.,2025-05-17 02:25:50
Jeffry Tie,1,sangat not user friendly,2025-05-17 02:17:45
Leonard Kunardi,1,ga bsa login susah,2025-05-17 02:04:23
John Lim,1,"terlalu banyak batasan dan penambahan biaya di tiap transaksi yang semakin banyak sedangkan hasilnya tidak menambah malah membebankan penjual... semakin ribet.... serta adanya sejenis platform manager yang mengontrol program pemasaran penjual, ikut program ditinjau, mau keluar program perlu 14 hari itu yang paling mengejutkan... dipotong terus biaya spt biaya cashback, voucher extra, biaya pre-order, biaya bebas ongkir, komisi platform selama ditinjau oleh platform manajer..",2025-05-16 19:54:06
Sultan Khan,5,easy to work with very nice thanks,2025-05-16 17:18:24
Mc Iswandi,4,belom terbiasa. jadi agak ribet,2025-05-16 16:59:11
Yansha Ramadhan,1,"Lebih baik beralih ke tokopedia seller seperti dulu. Seller seakan akan dirugikan bila berjualan memakai sistem sekarang. Bagaimana tidak, barang dapat diretur dengan pengembalian penuh dalam 6 hari yg dapat membuat praktik bohongnya pembeli seakan akan penjual menjual barang buruk, akibatnya penjual dirugikan. Lebih baik seperti dulu, balik ke tokopedia biasa. Aplikasinya juga gk jelas, beda dengan di web. Tidak bisa melihat info kunjungan dan yg melihat produk kita.",2025-05-16 15:26:08
Ryan Stabile,4,"I LOVE selling on TikTok for so many reasons. The seller app itself, however, is mad buggy. Literally 50% of the time I open this app, I need to close it or it'll crash and I have to restart - SO SAVE YOUR WORK OFTEN!",2025-05-16 14:12:23
Harry Beatmaker,5,Sangat membantu meningkatkan penjualan.,2025-05-16 10:33:02
Putu Dhanu Aryawangsa,1,Potongan ke seller Terlalu Tinggi untuk kategori mainan/hobby,2025-05-16 10:25:07
Achmad Hadiansyah,5,mesti lebih simple lagi.. ditunggu updated nya,2025-05-16 10:25:02
Chahyadi Rusli,2,not a user friendly app as the original tokopedia app. More restriction such as changing store name once a month is too much.,2025-05-16 09:55:10
hanipah ibrahim,5,good,2025-05-16 09:35:29
TanzaKnight,1,"Jelek jelek, repot banget untuk bikin resi harus pilih 3 tipe terus sekali salah harus print yang versi dokumen. potongan dari platform gede banget, UI jelek tidak ngerti harus pindah sini situ mulu. mau buka aplikasi aja suka gak jalan, malah layar putih gak ada yang jalan2 harus force close teris buka lagi, yang bener aja dah masa sampe dipaksa pindah ke aplikasi jelek ini",2025-05-16 09:13:59
Yadi Sukma,1,"Bad n bad experience. My shop didn't sell anything ! I can't login this app. Always n always with notif : ""An unexpected error occured. Please try again"".",2025-05-16 08:55:30
Abe Suryanto,1,difficult to use,2025-05-16 08:41:43
Klarin Soekotjo,1,"sangat meresahkan bagi saya penjual. sudah bagus sistem di tokopedia, cs nya cepet kasi solusi kalau ada kendala. di seller center ini berhari hari kendala di jawab sama cs yg gak jelas. muter muter gak menyelesaikan masalah dan gak ada jalan keluar. tokopedia bukan nya makin maju malah munduuurrrr gabung sama sistem gak jelas kayak gini. saya sebagai penjual sangat kecewa.",2025-05-16 07:43:28
Disiniaja bookshop (Sandra),1,"Aplikasi paling tidak user friendly. Lemot, ribet trus maksa maksa seller tokped buat gabung ke tiktokshop pake ancaman pula.. ngancem klo ngga mau integrasi, akses ditokped seller centernya mode terbatas.",2025-05-16 07:33:08
Jesival Lacio,5,good buyers good delivery product,2025-05-16 07:10:24
Ferry Tjendrawira,1,"It's so easy to do fraud or scam through this platform. because this platform is supporting scammers and fraud-ster to do their actions. if you are a seller, and you are being scammed, forget it to do the report, cause at the end the platform will reject your report and support the scammer. There is no protection for sellers, they only protect scammers that disguise themselves as buyers.",2025-05-16 06:29:13
